,corrected pval,Result
0,0.3829037585026424,False
1,0.314857281123468,False
2,0.923878151096185,False
3,0.4790536312005464,False
4,0.9536241343940881,False
5,0.9680286102413599,False
6,0.16043481199402435,False
7,0.5332866777763211,False
8,0.9782550358155525,False
9,0.36746205945769117,False
10,0.9594183895308832,False
11,0.8088525504575045,False
12,0.3815488155725505,False
13,0.6022615127373058,False
14,0.9496675439079785,False
15,0.5702025928571542,False
16,0.5702025928571542,False
17,0.932392190114481,False
18,0.7884853037598059,False
19,0.7172514538806567,False
20,0.9782550358155525,False
21,0.7731153936544515,False
22,0.5878109038725976,False
23,0.8721427072284031,False
24,0.871995390694096,False
25,0.9782550358155525,False
26,0.5553647929893123,False
27,0.6915612617341736,False
28,0.5878109038725976,False
29,0.6518654243591953,False
30,0.7884853037598059,False
31,0.4822670952462433,False
32,0.6833872188953202,False
33,0.9809930516906464,False
34,0.6398332000903889,False
35,0.9496675439079785,False
36,0.534264876507359,False
37,0.631534394761141,False
38,0.7599514995944228,False
39,0.5561850858896273,False
40,0.9771278978640541,False
41,0.4146464026709575,False
42,0.7685178240669033,False
43,0.6246479889000657,False
44,0.923878151096185,False
45,0.9782550358155525,False
46,0.7147693806364445,False
47,0.7603673884020807,False
48,0.456884565341021,False
49,0.7246159913391966,False
50,0.5730662847818709,False
51,0.40178679435929,False
52,0.6868236877624115,False
53,0.9782550358155525,False
54,0.7280608925902814,False
55,0.34555413547566327,False
56,0.5123714130209287,False
57,0.5818316818484646,False
58,0.1724233428124152,False
59,0.45085445462569623,False
60,0.4790536312005464,False
61,0.3041228690190792,False
62,0.9594183895308832,False
63,0.35055674704081136,False
64,0.5220531630538771,False
65,0.34555413547566327,False
66,0.8446105509949944,False
67,0.2516966950032692,False
68,0.3367636271469304,False
69,0.14788191475675852,False
70,0.7258305649099127,False
71,0.923878151096185,False
72,0.6945639218802471,False
73,0.9594183895308832,False
74,0.94407319711494,False
75,0.8088525504575045,False
76,0.46572295852974743,False
77,0.7258305649099127,False
78,0.5090593770770273,False
79,0.5305015318921322,False
80,0.7586205659742322,False
81,0.751219534039228,False
82,0.69263945583294,False
83,0.5818316818484646,False
84,0.8446105509949944,False
85,0.16659070641105378,False
86,0.14788191475675852,False
87,0.14788191475675852,False
88,0.27588945642083434,False
89,0.30320626934907335,False
90,0.2838450941485292,False
91,0.9466768058760934,False
92,0.6833872188953202,False
93,0.9943759305197089,False
94,0.9635174693381184,False
95,0.8606053768261557,False
96,0.14788191475675852,False
97,0.14788191475675852,False
98,0.14788191475675852,False
99,0.30320626934907335,False
100,0.2623956110363578,False
101,0.1594476174531718,False
102,0.4057195030562754,False
103,0.31127863684969387,False
104,0.24903439514783307,False
105,0.3119530682152378,False
106,0.16659070641105378,False
107,0.39579798265360866,False
108,0.932392190114481,False
109,0.14788191475675852,False
110,0.8584933857760121,False
111,0.4417941872192028,False
112,0.2948572461345277,False
113,0.37141694953643095,False
114,0.3037445379945298,False
115,0.24665081225650853,False
116,0.3119530682152378,False
117,0.4791257423088559,False
118,0.09464450939259907,False
119,0.08249179554794397,False
120,0.155947317823498,False
121,0.13937684126610608,False
122,0.18067434847870106,False
123,0.08249179554794397,False
124,0.08209508036060685,False
125,0.14788191475675852,False
126,0.5730662847818709,False
127,0.8424745543191323,False
128,0.3264436411993729,False
129,0.3829037585026424,False
130,0.36205630730487615,False
131,0.7280608925902814,False
132,0.14788191475675852,False
133,0.4822670952462433,False
134,0.7731153936544515,False
135,0.34555413547566327,False
136,0.923878151096185,False
137,0.394889498859624,False
138,0.5491836862449218,False
139,0.360822899044092,False
140,0.24071603352209936,False
141,0.14788191475675852,False
142,0.08209508036060685,False
143,0.7731153936544515,False
144,0.5838645865407216,False
145,0.4417941872192028,False
146,0.9200654819097331,False
147,0.14788191475675852,False
148,0.15438394349526016,False
149,0.36746205945769117,False
150,0.17212663699779496,False
151,0.2838450941485292,False
152,0.14788191475675852,False
153,0.17311580972731822,False
154,0.5759019160930317,False
155,0.8460365981144626,False
156,0.31127863684969387,False
157,0.394889498859624,False
158,0.5050569232904061,False
159,0.40178679435929,False
160,0.7373766492151487,False
161,0.39733748232714244,False
162,0.3190618719828886,False
163,0.4822670952462433,False
164,0.6042233912635165,False
165,0.34555413547566327,False
166,0.6022615127373058,False
167,0.5702025928571542,False
168,0.17518646370319488,False
169,0.5190216944626939,False
170,0.7586205659742322,False
171,0.43478240900418974,False
172,0.4791257423088559,False
173,0.20659482346106914,False
174,0.44383406358874417,False
175,0.5730662847818709,False
176,0.14788191475675852,False
177,0.1313983002365019,False
178,0.14788191475675852,False
179,0.08209508036060685,False
180,0.16659070641105378,False
181,0.2889643121760086,False
182,0.14788191475675852,False
