Label.ID,pct33mask
435,1
433,1
441,1
426,1
277,1
434,1
234,1
246,1
442,1
455,1
248,1
436,1
427,1
270,1
297,1
250,1
298,1
286,1
364,1
425,1
285,1
429,1
408,1
440,1
251,1
235,1
282,1
340,1
252,1
289,1
260,1
454,1
431,1
369,1
269,1
238,1
445,1
273,1
280,1
254,1
249,1
428,1
247,1
352,1
407,1
365,1
321,1
437,1
439,1
